"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0R680","2020-04-10 00:00:00","13.000","40.000","3.700","23.200","0.700","1017.000","","0.000","-99.000","-99.000","-99.000","27.200","","20.300",""
"C0X210","2020-04-10 00:00:00","38.000","157.000","0.500","19.400","0.950","1011.700","","0.000","-99.000","-99.000","-99.000","26.800","","18.200",""
"C0D430","2020-04-10 00:00:00","87.000","0.000","0.000","15.100","0.970","1006.900","","0.000","-99.000","-99.000","-99.000","25.900","","14.900",""
"C0AD30","2020-04-10 00:00:00","20.000","107.000","1.300","20.000","0.670","1015.400","","1.000","-99.000","-99.000","-99.000","23.700","","18.000",""
"C0R240","2020-04-10 00:00:00","87.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0AI30","2020-04-10 00:00:00","26.000","92.000","3.800","19.500","0.800","1017.700","","2.500","-99.000","-99.000","-99.000","22.400","","17.900",""
"C0U960","2020-04-10 00:00:00","1885.000","203.000","1.600","4.700","0.890","818.200","","0.500","-99.000","-99.000","-99.000","11.300","","3.800",""
"C0T9E0","2020-04-10 00:00:00","415.000","357.000","0.300","16.100","0.820","974.400","","0.000","-99.000","-99.000","-99.000","18.800","","16.100",""
"C0D550","2020-04-10 00:00:00","1956.000","154.000","0.400","9.100","0.850","814.300","","0.000","-99.000","-99.000","-99.000","13.200","","8.600",""
"C0C630","2020-04-10 00:00:00","209.000","59.000","2.900","17.500","0.730","994.500","","0.000","-99.000","-99.000","-99.000","21.800","","16.400",""
"C0G830","2020-04-10 00:00:00","27.000","0.000","0.000","19.000","1.000","1012.900","","0.000","-99.000","-99.000","-99.000","25.100","","17.600",""
"C0E810","2020-04-10 00:00:00","53.000","0.000","0.100","15.800","0.950","1012.300","","0.000","-99.000","-99.000","-99.000","24.700","","15.800",""
"C0R640","2020-04-10 00:00:00","21.000","56.000","2.600","23.100","0.830","1015.000","","0.000","-99.000","-99.000","-99.000","26.600","","21.300",""
"C0D580","2020-04-10 00:00:00","120.000","0.000","0.000","15.100","0.930","1004.200","","0.000","-99.000","-99.000","-99.000","24.100","","15.100",""
"C0M660","2020-04-10 00:00:00","40.000","19.000","0.800","19.400","0.860","1013.600","","0.000","-99.000","-99.000","-99.000","25.800","","17.700",""
"C0K330","2020-04-10 00:00:00","38.000","0.000","0.000","19.500","0.830","1012.900","","0.000","-99.000","-99.000","-99.000","26.500","","17.800",""
"C0E830","2020-04-10 00:00:00","37.000","86.000","0.800","18.000","0.780","1013.400","","0.000","-99.000","-99.000","-99.000","25.600","","18.000",""
"C0U760","2020-04-10 00:00:00","22.000","0.000","0.000","17.800","0.980","1020.100","","0.000","-99.000","-99.000","-99.000","23.000","","17.800",""
"C0U780","2020-04-10 00:00:00","15.000","271.000","1.200","18.400","0.950","1019.700","","0.000","-99.000","-99.000","-99.000","22.800","","18.000",""
"C0H9C0","2020-04-10 00:00:00","3402.000","278.000","1.600","0.900","0.640","678.700","","1.000","-99.000","-99.000","-99.000","3.500","","-0.900",""
"C0V650","2020-04-10 00:00:00","28.000","36.000","1.600","21.000","0.860","1016.400","","0.000","-99.000","-99.000","-99.000","26.500","","19.400",""
"C0R720","2020-04-10 00:00:00","214.000","3.000","7.300","20.900","0.690","994.600","","7.500","-99.000","-99.000","-99.000","24.300","","20.000",""
"C0K470","2020-04-10 00:00:00","97.000","110.000","0.900","17.500","0.990","1006.300","","0.000","-99.000","-99.000","-99.000","26.900","","17.100",""
"C0T9N0","2020-04-10 00:00:00","261.000","351.000","1.400","17.200","0.890","990.800","","0.000","-99.000","-99.000","-99.000","20.700","","17.100",""
"CM0180","2020-04-10 00:00:00","313.000","0.000","0.100","20.200","0.860","983.200","","0.000","-99.000","-99.000","-99.000","28.200","","18.000",""
"C0Z070","2020-04-10 00:00:00","247.000","0.000","0.000","17.000","0.990","991.700","","0.500","-99.000","-99.000","-99.000","21.000","","17.000",""
"C0Z280","2020-04-10 00:00:00","224.000","0.000","0.100","17.300","0.990","996.600","","0.000","-99.000","-99.000","-99.000","21.200","","17.100",""
"C0SA40","2020-04-10 00:00:00","200.000","0.000","0.000","17.900","0.860","998.000","","0.500","-99.000","-99.000","-99.000","22.100","","17.900",""
"C0R490","2020-04-10 00:00:00","49.000","0.000","0.000","22.100","0.770","1011.600","","0.000","-99.000","-99.000","-99.000","28.800","","20.300",""
"C0B010","2020-04-10 00:00:00","38.000","48.000","1.400","16.000","0.970","1013.900","","1.500","-99.000","-99.000","-99.000","22.100","","16.000",""
"C0G750","2020-04-10 00:00:00","31.000","23.000","0.900","18.300","0.820","1015.000","","-99.000","-99.000","-99.000","-99.000","25.400","","17.700",""
"C0Z270","2020-04-10 00:00:00","343.000","320.000","1.200","17.900","0.750","981.900","","0.000","-99.000","-99.000","-99.000","19.700","","17.100",""
"C0UA30","2020-04-10 00:00:00","1397.000","236.000","0.900","8.800","1.000","865.900","","0.500","-99.000","-99.000","-99.000","13.000","","8.600",""
"C0I080","2020-04-10 00:00:00","536.000","0.000","0.000","18.000","0.830","960.300","","0.000","-99.000","-99.000","-99.000","24.800","","17.500",""
"C0UA00","2020-04-10 00:00:00","392.000","189.000","0.600","14.100","0.910","977.600","","0.500","-99.000","-99.000","-99.000","18.900","","14.000",""
"C0AD40","2020-04-10 00:00:00","32.000","37.000","2.000","18.900","0.710","1015.700","","1.500","-99.000","-99.000","-99.000","23.200","","17.100",""
"C0G900","2020-04-10 00:00:00","20.000","32.000","1.100","20.300","0.810","1014.700","","0.000","-99.000","-99.000","-99.000","24.400","","19.700",""
"C0S660","2020-04-10 00:00:00","794.000","205.000","0.400","14.400","0.980","932.700","","0.000","-99.000","-99.000","-99.000","20.400","","14.400",""
"C0M640","2020-04-10 00:00:00","155.000","0.000","0.000","19.600","0.880","999.600","","0.000","-99.000","-99.000","-99.000","26.300","","17.700",""
"C0R660","2020-04-10 00:00:00","20.000","71.000","2.000","22.900","0.600","1015.700","","0.000","-99.000","-99.000","-99.000","26.000","","20.300",""
"C0UA10","2020-04-10 00:00:00","1711.000","0.000","0.200","6.500","1.000","836.500","","2.500","-99.000","-99.000","-99.000","11.100","","5.400",""
"C0V770","2020-04-10 00:00:00","26.000","327.000","0.600","21.100","0.790","1014.700","","0.000","-99.000","-99.000","-99.000","28.300","","19.100",""
"C0E730","2020-04-10 00:00:00","26.000","34.000","0.300","18.300","0.760","1013.600","","0.000","-99.000","-99.000","-99.000","25.600","","17.900",""
"C0V810","2020-04-10 00:00:00","32.000","0.000","0.000","21.400","0.820","1013.000","","0.000","-99.000","-99.000","-99.000","25.400","","19.500",""
"C0A9C0","2020-04-10 00:00:00","35.000","72.000","1.900","20.300","0.690","1016.400","","2.000","-99.000","-99.000","-99.000","23.600","","17.700",""
"C0X310","2020-04-10 00:00:00","9.000","40.000","1.700","20.200","0.830","1017.500","","0.000","-99.000","-99.000","-99.000","23.700","","19.400",""
"C0K280","2020-04-10 00:00:00","23.000","73.000","0.800","17.900","0.980","1017.200","","0.000","-99.000","-99.000","-99.000","25.900","","17.400",""
"C0M650","2020-04-10 00:00:00","20.000","28.000","1.000","19.300","0.850","1015.800","","0.000","-99.000","-99.000","-99.000","25.500","","18.000",""
"C0S910","2020-04-10 00:00:00","212.000","68.000","1.600","21.900","0.990","995.500","","2.500","8.000","117.000","","25.300","","20.700",""
"C0D570","2020-04-10 00:00:00","15.000","0.000","0.000","16.200","0.900","1016.700","","0.000","-99.000","-99.000","-99.000","26.700","","16.200",""
"C0M710","2020-04-10 00:00:00","15.000","39.000","0.400","19.700","0.830","1016.100","","0.000","-99.000","-99.000","-99.000","24.900","","18.700",""
"C0V490","2020-04-10 00:00:00","20.000","338.000","1.300","22.500","0.740","1015.600","","0.000","-99.000","-99.000","-99.000","26.500","","20.500",""
"C0E870","2020-04-10 00:00:00","34.000","0.000","0.000","16.400","0.940","1015.900","","0.000","-99.000","-99.000","-99.000","25.700","","16.400",""
"C0M800","2020-04-10 00:00:00","440.000","0.000","0.000","18.700","0.880","968.500","","0.000","-99.000","-99.000","-99.000","26.400","","17.400",""
"C0A570","2020-04-10 00:00:00","360.000","78.000","0.900","14.500","0.950","979.400","","2.500","-99.000","-99.000","-99.000","20.700","","14.500",""
"C0S790","2020-04-10 00:00:00","236.000","337.000","1.000","18.800","0.660","994.500","","0.500","-99.000","-99.000","-99.000","25.900","","18.200",""
"C0D590","2020-04-10 00:00:00","143.000","55.000","1.600","17.500","0.760","1002.700","","0.000","-99.000","-99.000","-99.000","24.800","","17.500",""
"C0U990","2020-04-10 00:00:00","31.000","232.000","1.400","18.300","0.830","1018.100","","0.000","-99.000","-99.000","-99.000","22.500","","18.000",""
"C0M700","2020-04-10 00:00:00","150.000","83.000","0.600","18.100","0.980","1001.000","","0.000","-99.000","-99.000","-99.000","27.600","","17.200",""
"C0A970","2020-04-10 00:00:00","96.000","20.000","2.300","19.600","0.960","1010.400","","0.000","-99.000","-99.000","-99.000","21.100","","16.000",""
"CM0110","2020-04-10 00:00:00","7.000","36.000","0.800","19.000","0.730","1017.200","","-99.000","-99.000","-99.000","-99.000","24.200","","18.900",""
"C0S940","2020-04-10 00:00:00","150.000","329.000","1.500","20.400","0.670","1002.400","","0.000","-99.000","-99.000","-99.000","21.700","","19.700",""
"C0X250","2020-04-10 00:00:00","33.000","29.000","1.000","20.000","0.840","1014.000","","0.000","-99.000","-99.000","-99.000","26.800","","18.200",""
"C0K520","2020-04-10 00:00:00","10.000","75.000","0.700","19.300","0.820","1015.600","","0.000","-99.000","-99.000","-99.000","24.900","","18.200",""
"C0Z200","2020-04-10 00:00:00","153.000","0.000","0.000","17.300","0.990","1004.200","","0.000","-99.000","-99.000","-99.000","22.000","","17.300",""
"C0V740","2020-04-10 00:00:00","60.000","336.000","1.300","21.000","0.840","1012.000","","0.000","-99.000","-99.000","-99.000","28.900","","18.700",""
"C0V790","2020-04-10 00:00:00","410.000","8.000","1.800","19.900","0.860","970.700","","0.000","-99.000","-99.000","-99.000","28.200","","18.400",""
"C0G860","2020-04-10 00:00:00","45.000","119.000","0.600","20.000","0.860","1011.700","","0.000","-99.000","-99.000","-99.000","27.900","","18.900",""
"C0Z250","2020-04-10 00:00:00","1124.000","265.000","0.900","11.700","0.990","895.400","","10.000","-99.000","-99.000","-99.000","15.900","","10.500",""
"C0K440","2020-04-10 00:00:00","35.000","69.000","0.500","19.000","0.890","1013.700","","0.000","-99.000","-99.000","-99.000","24.600","","17.400",""
"C0T900","2020-04-10 00:00:00","160.000","268.000","0.700","18.200","0.730","1001.000","","0.000","-99.000","-99.000","-99.000","21.900","","17.900",""
"C0F9V0","2020-04-10 00:00:00","525.000","169.000","2.000","18.900","0.800","958.800","","0.000","-99.000","-99.000","-99.000","24.600","","16.900",""
"C0UA20","2020-04-10 00:00:00","2619.000","209.000","4.000","3.000","0.980","-99.000","","0.000","-99.000","-99.000","-99.000","13.200","","3.000",""
"C0M850","2020-04-10 00:00:00","695.000","0.000","0.000","17.300","0.910","939.100","","0.000","-99.000","-99.000","-99.000","26.700","","16.700",""
"C0C620","2020-04-10 00:00:00","19.000","47.000","1.600","21.100","0.750","1015.600","","0.000","-99.000","-99.000","-99.000","25.600","","19.400",""
"C0I360","2020-04-10 00:00:00","300.000","37.000","3.200","19.200","0.770","982.700","","0.000","-99.000","-99.000","-99.000","26.200","","17.700",""
"C0M810","2020-04-10 00:00:00","1354.000","205.000","0.600","12.900","0.990","869.800","","0.000","-99.000","-99.000","-99.000","21.000","","12.700",""
"C0AC80","2020-04-10 00:00:00","40.000","146.000","0.400","16.900","0.850","1015.300","","1.000","-99.000","-99.000","-99.000","22.300","","16.900",""
"CM0140","2020-04-10 00:00:00","26.000","54.000","1.100","22.200","0.570","1017.500","","0.000","-99.000","-99.000","-99.000","23.800","","20.500",""
"C0SA20","2020-04-10 00:00:00","857.000","353.000","2.000","14.700","0.790","923.500","","2.000","-99.000","-99.000","-99.000","19.500","","14.300",""
"C0K490","2020-04-10 00:00:00","91.000","99.000","0.600","18.400","0.890","1006.800","","0.000","-99.000","-99.000","-99.000","26.900","","17.600",""
"C0V820","2020-04-10 00:00:00","441.000","89.000","0.300","16.900","0.990","970.300","","0.000","-99.000","-99.000","-99.000","27.800","","16.500",""
"C0S810","2020-04-10 00:00:00","65.000","348.000","1.000","18.900","0.790","1014.900","","0.000","-99.000","-99.000","-99.000","23.300","","18.900",""
"C0R580","2020-04-10 00:00:00","10.000","74.000","0.800","22.300","0.870","1016.300","","0.000","-99.000","-99.000","-99.000","27.100","","20.300",""
"C0Z330","2020-04-10 00:00:00","488.000","359.000","0.900","15.300","0.840","966.900","","0.500","-99.000","-99.000","-99.000","20.500","","15.300",""
"C0E590","2020-04-10 00:00:00","40.000","90.000","0.500","16.100","0.920","1012.400","","0.000","-99.000","-99.000","-99.000","26.000","","16.100",""
"C0D540","2020-04-10 00:00:00","227.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K420","2020-04-10 00:00:00","42.000","0.000","0.200","19.000","0.820","1012.600","","0.000","-99.000","-99.000","-99.000","26.300","","17.600",""
"C0Z180","2020-04-10 00:00:00","34.000","0.000","0.200","18.300","0.820","1016.700","","0.500","-99.000","-99.000","-99.000","22.300","","17.900",""
"C0AD10","2020-04-10 00:00:00","27.000","114.000","3.500","20.600","0.620","1015.700","","1.000","9.900","145.000","","23.200","","17.500",""
"C0M720","2020-04-10 00:00:00","225.000","123.000","0.300","19.100","0.880","991.600","","0.000","-99.000","-99.000","-99.000","25.800","","17.200",""
"C0V450","2020-04-10 00:00:00","51.000","30.000","0.700","21.200","0.850","1011.400","","0.000","-99.000","-99.000","-99.000","28.500","","19.600",""
"C0R280","2020-04-10 00:00:00","242.000","58.000","2.600","20.300","0.770","991.100","","0.000","8.900","31.000","","26.200","","18.300",""
"C0E610","2020-04-10 00:00:00","850.000","0.000","0.000","17.200","0.700","923.600","","0.000","-99.000","-99.000","-99.000","22.800","","14.100",""
"C0V610","2020-04-10 00:00:00","22.000","356.000","1.100","21.500","0.840","1015.200","","0.000","-99.000","-99.000","-99.000","27.000","","19.500",""
"C0Z310","2020-04-10 00:00:00","59.000","1.000","1.300","18.800","0.810","1014.500","","0.000","-99.000","-99.000","-99.000","22.000","","18.600",""
"C0S700","2020-04-10 00:00:00","507.000","223.000","1.100","15.500","0.830","963.500","","0.500","-99.000","-99.000","-99.000","21.300","","15.500",""
"C0T9G0","2020-04-10 00:00:00","605.000","37.000","0.800","16.200","0.810","953.900","","0.500","-99.000","-99.000","-99.000","19.200","","15.000",""
"C0S950","2020-04-10 00:00:00","415.000","224.000","2.800","17.100","0.840","972.300","","0.000","-99.000","-99.000","-99.000","20.600","","16.600",""
"C0A880","2020-04-10 00:00:00","6.000","232.000","0.300","15.200","0.950","1018.900","","0.500","-99.000","-99.000","-99.000","23.000","","15.200",""
"C0I530","2020-04-10 00:00:00","3014.000","225.000","5.700","0.700","0.940","703.000","","-99.000","-99.000","-99.000","-99.000","5.900","","0.400",""
"C0M670","2020-04-10 00:00:00","43.000","0.000","0.200","19.900","0.840","1012.100","","0.000","-99.000","-99.000","-99.000","26.300","","18.000",""
"C0Z061","2020-04-10 00:00:00","174.000","83.000","0.400","16.800","0.990","1004.100","","0.000","-99.000","-99.000","-99.000","21.800","","16.800",""
"C0M730","2020-04-10 00:00:00","40.000","169.000","0.400","20.100","0.860","1012.400","","0.000","-99.000","-99.000","-99.000","29.300","","19.000",""
"C0U750","2020-04-10 00:00:00","398.000","76.000","1.700","17.400","0.880","974.400","","0.000","-99.000","-99.000","-99.000","17.800","","14.200",""
"C0A650","2020-04-10 00:00:00","287.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0K400","2020-04-10 00:00:00","65.000","0.000","0.000","19.500","0.990","1010.700","","0.000","-99.000","-99.000","-99.000","26.400","","17.800",""
"C0I370","2020-04-10 00:00:00","671.000","0.000","0.000","17.400","0.880","943.400","","0.000","-99.000","-99.000","-99.000","24.100","","17.100",""
"C0S750","2020-04-10 00:00:00","2280.000","0.000","0.000","7.300","1.000","776.300","","0.500","-99.000","-99.000","-99.000","14.100","","7.300",""
"C0R650","2020-04-10 00:00:00","29.000","83.000","1.700","22.000","0.990","1015.400","","0.000","-99.000","-99.000","-99.000","28.400","","20.100",""
"C0E740","2020-04-10 00:00:00","27.000","0.000","0.000","15.800","1.000","1009.000","","0.000","-99.000","-99.000","-99.000","25.800","","15.800",""
"C0AI20","2020-04-10 00:00:00","25.000","106.000","3.000","19.100","0.700","1017.200","","0.000","-99.000","-99.000","-99.000","21.100","","17.100",""
"C0E550","2020-04-10 00:00:00","84.000","0.000","0.000","15.200","0.960","1009.200","","0.000","-99.000","-99.000","-99.000","24.700","","15.200",""
"C0X060","2020-04-10 00:00:00","19.000","0.000","0.000","18.600","0.930","1017.400","","0.000","-99.000","-99.000","-99.000","27.900","","18.000",""
"C0R510","2020-04-10 00:00:00","31.000","21.000","1.100","22.900","0.800","1013.300","","0.000","-99.000","-99.000","-99.000","29.300","","20.700",""
"C0AC60","2020-04-10 00:00:00","55.000","78.000","3.700","19.500","0.640","1012.700","","0.000","-99.000","-99.000","-99.000","24.400","","17.400",""
"C0UA70","2020-04-10 00:00:00","547.000","90.000","2.600","15.600","0.990","958.700","","0.000","-99.000","-99.000","-99.000","18.000","","12.800",""
"C0G740","2020-04-10 00:00:00","24.000","12.000","0.800","19.000","0.790","1015.100","","0.000","-99.000","-99.000","-99.000","24.200","","18.300",""
"C0F9N0","2020-04-10 00:00:00","75.000","106.000","0.900","20.400","0.740","1008.700","","0.000","-99.000","-99.000","-99.000","28.700","","20.100",""
"C0F9T0","2020-04-10 00:00:00","111.000","340.000","0.800","19.700","0.760","1004.000","","0.000","-99.000","-99.000","-99.000","26.900","","18.500",""
